zipcode,state,region,lat,lon,synthetic_role
90102,CA,West,37.51563274501201,-118.96662956574224,local
97251,OR,West,45.51162059222818,-120.38114915709238,expor
97823,OR,West,46.036328079487426,-119.25174601201223,expor
97856,OR,West,44.62515189079939,-119.48764553750745,local
97319,OR,West,44.311608992161986,-122.59600930962378,local
97923,OR,West,44.67871042510083,-121.18799787860631,local
97150,OR,West,42.81995656144185,-122.65183828865435,local
97432,OR,West,46.10059455639973,-121.10445181135184,expor
97627,OR,West,43.20964146193643,-123.54860688956691,hub
97172,OR,West,43.38458306366896,-122.10110339057309,expor
97799,OR,West,43.93693211573404,-121.36927386861365,local
97382,OR,West,45.61487945528665,-117.81516203984434,local
97182,OR,West,45.06521238376525,-120.3176976675764,local
97560,OR,West,45.845778147296635,-125.81056744482014,local
97995,OR,West,45.510452848210946,-120.75007299964997,local
97808,OR,West,43.733119909011734,-120.82399505461551,hub
97610,OR,West,41.46916183373134,-121.33991027968163,local
97969,OR,West,42.216371253926745,-120.14962926422896,local
97080,OR,West,42.841339602608514,-122.12645249983646,local
97363,OR,West,43.80008720236526,-120.54560895689691,local
97256,OR,West,43.91925240152507,-119.27976701159413,local
97994,OR,West,41.30045253203043,-119.23946222209355,local
97479,OR,West,44.64206456252558,-120.96658081116031,hub
97819,OR,West,42.07426707841853,-119.6709080379146,local
97346,OR,West,42.430443473390824,-120.92135743791005,local
97959,OR,West,44.46631835354207,-119.20016883545897,expor
97136,OR,West,44.17680096697038,-122.73856336519324,local
97183,OR,West,43.960158932660455,-119.86346857027068,local
99496,WA,West,44.59527500897281,-120.58263686331742,local
98272,WA,West,47.08958601835481,-120.47405919896647,hub
98901,WA,West,48.66354781246429,-118.20355844849774,expor
98139,WA,West,48.112992604726976,-117.53566163321872,local
99279,WA,West,46.36083725787086,-120.54513351256045,expor
98888,WA,West,46.08523924206773,-119.08888509230731,local
98210,WA,West,47.56695394576397,-118.63467313395135,local
98235,WA,West,46.92209951947918,-121.39817182186677,expor
98506,WA,West,47.46242436345239,-122.62237267496481,local
99361,WA,West,47.01360914476341,-122.41933620705582,local
98500,WA,West,47.35336335578695,-118.49257160941279,local
98593,WA,West,46.49108692388636,-121.1406930723847,local
99127,WA,West,46.853466435860874,-122.88674585407146,local
99180,WA,West,48.638560972655526,-120.41660920423985,local
98633,WA,West,46.36882869071687,-120.08897513464422,local
98521,WA,West,45.5146324695913,-121.06031531561851,local
99205,WA,West,48.120314291388276,-121.06456793973435,local
99310,WA,West,49.913202157380205,-122.17093421639198,local
98351,WA,West,46.68833085670261,-120.69973740228886,local
98855,WA,West,48.33409906009361,-119.33776151259976,local
99208,WA,West,46.672552056283614,-118.9928704435299,local
99142,WA,West,47.702368008548675,-121.99313604853955,expor
98935,WA,West,46.54581452937546,-121.59131760459476,local
98221,WA,West,48.416260104401665,-122.02607000669246,local
98813,WA,West,46.34758853868044,-120.64078001258734,local
98570,WA,West,49.386023366772896,-121.54851782129383,local
98291,WA,West,46.700211002124824,-122.28245237841053,local
99003,WA,West,47.59373769635199,-120.03753266030087,local
98762,WA,West,47.20500832442435,-121.08130892354187,expor
83462,ID,West,43.97441133874027,-114.55807304669605,local
83335,ID,West,43.178095443471335,-112.13450718030556,local
83392,ID,West,45.42314744946505,-116.25750238374552,hub
83434,ID,West,44.68456523208738,-114.84715702972365,local
83322,ID,West,44.88700369070328,-113.43743013886197,expor
83698,ID,West,45.053217596011066,-114.94728951410103,local
83238,ID,West,46.764339155856675,-116.85602115506788,local
83857,ID,West,45.17860292041609,-118.33500822468666,local
83574,ID,West,45.626156780855865,-115.6891453377029,local
83416,ID,West,44.07854500372682,-113.3585080065431,local
83898,ID,West,42.40791271234993,-112.87067649221716,local
83618,ID,West,44.27973511555858,-115.47685169811841,local
83710,ID,West,46.13925901465914,-113.71929509176432,local
83545,ID,West,45.33488249427062,-114.79921657585538,hub
59090,MT,West,47.02760002209633,-112.39868819865274,hub
59004,MT,West,44.94140533867313,-111.82580241669955,local
59476,MT,West,46.324707452656945,-109.07956717918542,local
59901,MT,West,45.175531854176185,-110.12900049702431,local
59015,MT,West,46.962772713861646,-110.06256774161864,local
59746,MT,West,46.67739174011976,-110.34573529998099,local
59875,MT,West,46.87175849672615,-108.96552034298934,local
59459,MT,West,46.223086005044756,-111.1132134183087,local
59210,MT,West,47.38871406110711,-111.33655884144292,local
59675,MT,West,46.11982926462315,-110.67991482745329,local
59834,MT,West,48.41953105958999,-109.40041150579026,local
59127,MT,West,45.75834054500572,-108.75652790220032,expor
59053,MT,West,45.9065784771189,-110.47094436885571,hub
59535,MT,West,43.303887084339244,-107.59375328074334,local
85319,AZ,Southwest,34.27786303667302,-110.30163395185873,hub
85884,AZ,Southwest,33.034722349539486,-113.19420075386343,expor
86358,AZ,Southwest,33.357263343575816,-111.95218424246939,local
86274,AZ,Southwest,33.69240135175172,-112.39734872040886,local
86590,AZ,Southwest,32.88604089227354,-111.25047882985068,local
85658,AZ,Southwest,34.07932619067343,-112.14945891245726,local
85583,AZ,Southwest,33.74329140522432,-111.07383916944947,local
86081,AZ,Southwest,34.36304842203582,-114.66098442164417,local
85357,AZ,Southwest,35.59841974888923,-109.92232686321364,local
86347,AZ,Southwest,34.96700559226815,-112.44469852622223,local
86265,AZ,Southwest,33.056421283732035,-110.68212922612538,expor
85018,AZ,Southwest,34.16999307099002,-114.33666499969249,local
85712,AZ,Southwest,35.09329564359589,-108.20402827759648,expor
85055,AZ,Southwest,32.81969606618209,-113.2305310301626,local
86488,AZ,Southwest,35.2335229551807,-113.51802564202042,local
85305,AZ,Southwest,37.22315435208619,-110.04752242141939,hub
85052,AZ,Southwest,35.53393683739597,-111.611071928139,hub
85476,AZ,Southwest,35.57684336227947,-110.21224927359366,local
85358,AZ,Southwest,34.165384592766536,-109.61089096380479,local
85250,AZ,Southwest,32.91476623339093,-113.3017616276495,local
85041,AZ,Southwest,34.073586697241275,-112.87572096303552,local
80030,CO,Mountain,40.46975562302232,-104.52868902498736,local
81686,CO,Mountain,39.16951538394829,-104.72390263646028,local
81365,CO,Mountain,39.38332231799439,-105.29119130416056,local
81151,CO,Mountain,38.80752302542294,-107.18676739888393,local
80534,CO,Mountain,38.346702956946665,-107.70461069288457,local
80955,CO,Mountain,35.99124343560095,-104.6325093064301,local
81272,CO,Mountain,40.28560353314366,-102.02008601402042,local
80092,CO,Mountain,39.37054199897243,-103.70355638323502,local
80478,CO,Mountain,41.12065213874472,-107.27615397959684,local
80769,CO,Mountain,40.02104375397191,-107.47109429389873,hub
80668,CO,Mountain,38.88485994193296,-102.50434933828939,local
80823,CO,Mountain,40.035840601589804,-105.79585815689083,local
80790,CO,Mountain,40.22346371505792,-104.1209570295624,local
80803,CO,Mountain,38.73035474179829,-102.32461118101821,expor
80007,CO,Mountain,44.02030953791478,-107.74809957774335,local
81383,CO,Mountain,37.40515433356704,-103.80982564643467,local
81147,CO,Mountain,38.04414444465158,-105.50285427530372,local
80891,CO,Mountain,39.08595674119833,-104.26510395920384,local
81245,CO,Mountain,40.35893124084867,-105.85611765503522,local
81463,CO,Mountain,39.2210927040296,-105.96658732348298,local
81108,CO,Mountain,38.692789301520634,-106.05000351790336,local
80798,CO,Mountain,39.780841528250036,-106.48890725924751,local
80404,CO,Mountain,38.929849256631215,-104.55121680060853,expor
81016,CO,Mountain,39.23378347997653,-105.2484064325713,local
80143,CO,Mountain,39.12253599246298,-105.95333960316668,expor
77702,TX,South,30.383323385023207,-101.359409044102,local
77330,TX,South,29.885445964384743,-96.27656017072272,local
75648,TX,South,31.977833140687665,-99.98740502393484,expor
77783,TX,South,31.469801668804177,-98.96818864766118,local
77193,TX,South,28.86991107413844,-95.9176642110895,local
79557,TX,South,30.73414317014297,-98.77684650157582,local
75292,TX,South,32.54696522199739,-99.68592776196189,local
78472,TX,South,31.877360597937123,-98.39601298055665,local
79728,TX,South,32.2773301595515,-97.95446809776512,local
75398,TX,South,32.287101812477985,-99.17703725171552,local
78227,TX,South,32.289208974646805,-98.81027085508521,local
79731,TX,South,32.82156039710941,-100.79123696308095,local
78962,TX,South,31.66026093257699,-98.98970173588364,local
79522,TX,South,29.333782648000316,-99.70951612773756,local
79109,TX,South,30.316361575316364,-100.8938172830889,local
77122,TX,South,32.45148853738466,-98.06407744306091,local
76779,TX,South,32.0875280055275,-95.03860831115291,local
75092,TX,South,31.495539680865,-97.00202025350605,local
76612,TX,South,29.665895773763975,-98.45855659544665,expor
79481,TX,South,32.316627127053245,-97.01172269871245,local
77913,TX,South,31.07866421280113,-99.87990513822565,local
77169,TX,South,29.02886664864987,-100.86688371311008,local
79036,TX,South,30.73919574262251,-98.66775938050307,expor
77760,TX,South,31.77706648583791,-97.9839043650899,local
77253,TX,South,28.890364662595832,-100.86900836244494,local
79104,TX,South,28.6019325889212,-99.83264474359045,expor
76942,TX,South,32.357722546695236,-95.68276888126364,local
76494,TX,South,32.140434770698384,-99.91954856455695,local
79202,TX,South,30.143487410690312,-96.4349382313788,local
77826,TX,South,32.457515667477125,-98.27123154118811,hub
76380,TX,South,30.751784116648842,-98.09764568863798,hub
76397,TX,South,28.5308644389732,-100.05199521971898,local
76107,TX,South,31.544410815997953,-99.46123019248797,hub
77940,TX,South,29.828619706220543,-99.51605775596734,expor
75507,TX,South,29.54310350883867,-98.96667491068648,local
79881,TX,South,30.238226774499054,-103.23191298370115,local
77384,TX,South,30.461880137489157,-96.41212619574141,local
76795,TX,South,30.224163628949984,-99.45609312523177,local
79408,TX,South,31.1951290501427,-99.35268029155442,local
76655,TX,South,29.929543008416527,-97.94950259729752,local
79866,TX,South,31.465185166367963,-97.92316854634481,local
77877,TX,South,28.683829071527057,-99.05168927340371,expor
78665,TX,South,31.357517136188008,-97.64535702028695,local
79577,TX,South,29.269195413056003,-96.71431330886833,local
79853,TX,South,31.769729393525605,-98.09655549606512,hub
78504,TX,South,30.703887965898392,-98.442555526314,local
77263,TX,South,31.057833946820374,-98.46881068519471,local
78939,TX,South,30.962037750646093,-100.58529944973299,local
76556,TX,South,28.794674583948137,-96.31322406341214,local
78194,TX,South,31.711356033013846,-99.99479847098992,local
76460,TX,South,30.694436268608793,-100.25875902864367,local
79183,TX,South,31.174856785577838,-100.81138957866395,local
77929,TX,South,30.655850563612717,-103.35456812904052,local
78463,TX,South,29.982832537008598,-99.16884231106972,local
78828,TX,South,32.397315682387784,-95.43070081597448,local
79713,TX,South,30.14380697858411,-98.43230426353088,local
75477,TX,South,31.82862303834319,-100.67361152101132,local
76841,TX,South,32.65278659118837,-102.01582113072743,local
76891,TX,South,31.24830515627326,-96.4675572576718,local
78253,TX,South,30.910307406066703,-98.36625542614541,local
76625,TX,South,30.85652451791865,-99.16234855740453,local
75980,TX,South,29.503352324247274,-101.96594089891715,expor
76880,TX,South,30.992925292144147,-99.50739734102683,hub
75233,TX,South,31.62516807860851,-97.74711597390943,local
78097,TX,South,31.758133616709753,-100.12358924040137,local
77439,TX,South,31.482619340182357,-97.84636745519737,expor
78445,TX,South,31.654811101633086,-98.22251669394227,expor
77839,TX,South,30.556541096816353,-99.18488607484302,local
78718,TX,South,30.67617075778837,-97.75310308916879,hub
79203,TX,South,32.58872378189513,-97.57673643744582,local
78779,TX,South,32.340258058965574,-99.80511372947929,local
78196,TX,South,29.6148476525719,-103.37536480821343,local
76213,TX,South,32.22368717807319,-100.54781141508576,local
78955,TX,South,31.556157591544412,-97.33081647379622,expor
76371,TX,South,30.405665850022338,-98.72474242831632,local
76725,TX,South,31.225587780943034,-99.06477745865982,local
75853,TX,South,29.5364845431771,-97.82862219239632,local
76414,TX,South,33.07132157645057,-95.20472276372237,local
76840,TX,South,32.44639723997901,-95.99159800413959,local
75376,TX,South,30.412568071172046,-99.87237219242866,local
75788,TX,South,31.234779325407114,-97.32370116413223,expor
77131,TX,South,29.353452162571347,-100.85872971584394,expor
76978,TX,South,30.427772664799846,-99.92561961480605,expor
75916,TX,South,31.136246837177847,-97.77082486985579,local
79487,TX,South,28.070539246273746,-99.1521673945852,local
73021,OK,South,33.72896423958171,-96.83147355376332,expor
74198,OK,South,34.383181616199806,-98.73540912889759,local
74105,OK,South,37.29052564365768,-99.09726022001722,expor
73822,OK,South,35.992258380156215,-97.70033118395718,local
73334,OK,South,37.41034805009399,-100.82194538269232,local
74236,OK,South,35.9655795322643,-98.85203902653565,local
74947,OK,South,35.398687284420824,-100.00525601014928,local
74512,OK,South,36.32573930275635,-99.41063435428039,local
73089,OK,South,34.57289906459874,-95.67238743617024,local
73049,OK,South,34.333335378967405,-93.73879863541696,expor
73468,OK,South,37.244157949250074,-95.76186503189648,local
73920,OK,South,37.36258278736544,-101.5211491517178,local
74173,OK,South,37.10565128863108,-94.58164597060019,expor
74275,OK,South,34.68185095035231,-100.41045503815684,local
73966,OK,South,32.71403920931726,-97.30302912556206,local
74581,OK,South,34.60813543625494,-98.42685099976569,local
73936,OK,South,35.46599699871886,-95.4246616364728,local
73525,OK,South,34.31664338007793,-101.934830147442,local
73039,OK,South,36.76612487268126,-97.26402737942071,local
74629,OK,South,34.32643053508932,-97.7045357285944,local
74085,OK,South,37.39314090654865,-96.12229310838028,local
74133,OK,South,34.57471688917383,-95.59296487355084,local
74917,OK,South,36.37505342681403,-95.41931761868985,hub
74693,OK,South,36.48095378642539,-95.32010825861113,hub
74933,OK,South,35.30917061824544,-97.05021624251663,hub
73517,OK,South,36.40016679823264,-99.62310174243208,local
73369,OK,South,35.588644777514666,-99.19191367855187,local
74230,OK,South,34.099655470253104,-97.6271623425734,local
74267,OK,South,33.91438456173843,-95.52363859137446,local
73703,OK,South,36.19940010799346,-99.59711464087006,expor
74753,OK,South,35.73317020985384,-97.81227232578885,local
73396,OK,South,35.580575705893736,-97.47593762460917,local
67580,KS,Midwest,39.44901588439091,-95.40437087770303,local
67776,KS,Midwest,38.1949447969653,-98.6911289326478,local
67189,KS,Midwest,37.48001979875238,-98.0263944252788,local
66350,KS,Midwest,41.861428666984764,-99.25909664407295,expor
66097,KS,Midwest,37.78954371133175,-97.50339303158911,local
66294,KS,Midwest,39.56276389080107,-97.8961022085349,local
66221,KS,Midwest,38.42050191167365,-98.64062802858797,local
66407,KS,Midwest,37.66125370543915,-97.75925046207053,local
66062,KS,Midwest,36.91196550722445,-99.56303830708421,expor
66473,KS,Midwest,40.63600535305033,-95.4530646144582,local
66257,KS,Midwest,38.140075446144046,-99.67310760400672,expor
66696,KS,Midwest,38.772196568297666,-98.21757976622905,local
67856,KS,Midwest,37.85032526202472,-96.84673787141406,local
67888,KS,Midwest,37.35435929903732,-97.15600995161559,hub
67026,KS,Midwest,39.92609128048658,-99.16836293504802,hub
67201,KS,Midwest,38.91205317819338,-96.92084286459233,local
66353,KS,Midwest,38.17039012136996,-96.87960493818633,local
67627,KS,Midwest,37.433578998251924,-100.78687944544414,local
66825,KS,Midwest,37.74196860718508,-99.32015954057034,local
67278,KS,Midwest,36.12997858362041,-96.84477200916248,local
67631,KS,Midwest,39.71138776369706,-99.65826849330382,local
67994,KS,Midwest,39.290402656659026,-97.19055981846026,local
67453,KS,Midwest,38.41963421065664,-97.23686626335846,local
66997,KS,Midwest,36.59400797771193,-99.28911037272971,local
66291,KS,Midwest,37.662323411298736,-98.66201134890831,local
67558,KS,Midwest,40.55204117669494,-97.25708599208524,local
67827,KS,Midwest,37.61139480515876,-96.83138880191605,local
66731,KS,Midwest,35.64079705319659,-99.14070286403123,local
67690,KS,Midwest,40.188545747636304,-95.42230134074906,expor
66224,KS,Midwest,38.574753238970445,-96.8657821328923,local
67911,KS,Midwest,40.45998005323955,-100.87637776933543,local
67273,KS,Midwest,39.03222239968664,-96.17530921683839,local
66932,KS,Midwest,38.69738217038154,-98.76720364914001,local
67205,KS,Midwest,38.08673921205378,-98.39578778924347,expor
67958,KS,Midwest,38.814099713977626,-96.25189632893779,local
67769,KS,Midwest,36.180367943064496,-100.25058631959868,local
66429,KS,Midwest,39.1165726474297,-97.19750210127002,expor
66555,KS,Midwest,36.436658633300084,-94.1710985228666,expor
67433,KS,Midwest,39.35877640776882,-95.69931432142049,local
67547,KS,Midwest,36.86016017444468,-98.5499215739656,local
66802,KS,Midwest,37.64860996847664,-96.82864629908762,local
66871,KS,Midwest,39.093003650191136,-102.89912832317731,local
66950,KS,Midwest,39.54659368062157,-98.91630394474947,local
67956,KS,Midwest,39.54433553133915,-100.34659327032536,local
66220,KS,Midwest,37.72603247692395,-97.63155223847126,expor
66983,KS,Midwest,39.59435728931838,-97.92534691727305,local
66552,KS,Midwest,37.156508696064066,-97.73335590199854,expor
68735,NE,Midwest,39.43798791669618,-100.46208342376312,local
68434,NE,Midwest,39.647452600541165,-99.53235843577305,local
68920,NE,Midwest,39.88243484824954,-100.9845178016782,expor
68526,NE,Midwest,40.609938154265606,-98.69577690463018,local
68792,NE,Midwest,40.941202949071574,-98.20028627487021,local
68686,NE,Midwest,43.61952468910713,-98.95095046117339,local
68529,NE,Midwest,40.51148461780812,-98.58187189179225,local
68360,NE,Midwest,44.512457908635355,-100.79374557838194,local
68155,NE,Midwest,38.73816591270651,-99.20166985767854,local
68966,NE,Midwest,42.89495045445339,-100.75606283390913,local
68206,NE,Midwest,39.75410684047624,-97.96422235914777,local
68566,NE,Midwest,41.91595721055808,-101.93655034771714,hub
68513,NE,Midwest,41.3021385786246,-101.755389089423,local
68707,NE,Midwest,39.95797186847286,-98.41566081759778,local
68620,NE,Midwest,42.81364374347212,-99.91817702607574,expor
68596,NE,Midwest,41.480651109060105,-99.95864481997789,hub
69227,NE,Midwest,39.12863848290387,-102.92525362486886,expor
69043,NE,Midwest,39.41516025242768,-97.82518288313229,local
68737,NE,Midwest,40.283967619603956,-101.27761088852792,expor
69233,NE,Midwest,44.1706169803954,-101.18791396967691,local
68851,NE,Midwest,39.05104024381064,-98.1062092056485,local
68216,NE,Midwest,41.28757110051056,-96.48944818279541,expor
68487,NE,Midwest,40.802766288322054,-97.74922131740797,local
69398,NE,Midwest,41.46096278510692,-97.68686631074125,local
68226,NE,Midwest,43.03131081142192,-101.01544490813185,local
69359,NE,Midwest,41.430460763721214,-103.1499430660694,local
68807,NE,Midwest,42.56473017286067,-95.58584713066107,local
68873,NE,Midwest,41.61624649637822,-100.56068992545774,local
68431,NE,Midwest,41.197131211706335,-102.15359299803218,local
68052,NE,Midwest,42.59711056672058,-100.7801690334525,local
68450,NE,Midwest,39.96382738412421,-101.42477332276977,local
68907,NE,Midwest,42.33895227136001,-98.93850834995082,local
68534,NE,Midwest,40.46718042519354,-97.97882579174293,local
68827,NE,Midwest,39.28361275042934,-99.79550031026045,local
69237,NE,Midwest,41.85794238253644,-96.95307552835257,local
69065,NE,Midwest,40.44558887537654,-101.63539086132967,local
68015,NE,Midwest,43.760648686962746,-101.50866567061068,expor
69005,NE,Midwest,40.63779729481858,-99.51254746662693,expor
68609,NE,Midwest,40.176054339296904,-97.91579221407162,local
57109,SD,Midwest,44.06763088779321,-102.12625500808498,expor
57764,SD,Midwest,44.604933474349544,-98.40196608196304,local
57580,SD,Midwest,44.32526891781413,-102.66185178177709,local
57432,SD,Midwest,45.36676068533808,-100.8777472295616,hub
57342,SD,Midwest,43.79686895426812,-97.48947502614263,local
57076,SD,Midwest,45.76833106447329,-100.49559940282714,local
57671,SD,Midwest,43.09926448015867,-100.52283008797082,local
57193,SD,Midwest,42.808802089444534,-100.4516751122646,local
57043,SD,Midwest,44.56889851038996,-104.33649594824894,local
57088,SD,Midwest,44.36041917136383,-100.45539369958796,local
57007,SD,Midwest,43.371515105695906,-101.44976411144087,local
57080,SD,Midwest,45.36293946208138,-102.54122358151304,local
57660,SD,Midwest,43.191897146218444,-99.41310596153068,local
57627,SD,Midwest,46.571421434270775,-102.42456016756364,hub
57183,SD,Midwest,43.67355738186975,-97.34702256060618,local
57644,SD,Midwest,46.60443414821053,-100.40601100656852,local
57159,SD,Midwest,45.071094687621766,-101.17577998256539,local
57636,SD,Midwest,45.15584601450544,-99.39143111509004,local
57325,SD,Midwest,45.018601135522935,-100.71206874514169,expor
57026,SD,Midwest,45.68925806568145,-99.18814802570489,local
57010,SD,Midwest,43.79242728481666,-99.50459164348058,local
57434,SD,Midwest,43.7161717688278,-100.67816678869113,local
57721,SD,Midwest,45.085155548608974,-96.42071215253365,hub
58856,ND,Midwest,47.39017179544647,-100.16875996179365,expor
58648,ND,Midwest,46.36337471294863,-102.0026832124752,local
58617,ND,Midwest,48.732729803631436,-96.7369651147575,local
58075,ND,Midwest,46.95023376590172,-103.01897395331979,expor
58339,ND,Midwest,48.68652288723894,-101.1881314694399,expor
58760,ND,Midwest,46.816464529960626,-98.50496919637791,local
58656,ND,Midwest,47.96222895290895,-101.82749289754943,expor
58039,ND,Midwest,48.04852255909409,-99.98655274103122,hub
58099,ND,Midwest,48.22437675427967,-98.56040215810361,local
58080,ND,Midwest,47.076923031270056,-100.72188488787926,local
58358,ND,Midwest,46.14346008620655,-101.89522798886503,local
58843,ND,Midwest,47.135474018281236,-103.23738294042431,local
58705,ND,Midwest,48.70868182200622,-100.97269842189019,local
58244,ND,Midwest,48.45455468408102,-103.32022080363369,local
56345,MN,Midwest,43.190715464387345,-94.21867105002963,local
55776,MN,Midwest,46.55128467702511,-95.83765642357943,local
56479,MN,Midwest,45.82997918725734,-97.3523818063713,local
56268,MN,Midwest,48.43340905590535,-94.7533705816346,local
56123,MN,Midwest,45.63465508455421,-94.60164254429472,expor
56256,MN,Midwest,45.200236249798095,-91.48431512888273,expor
55890,MN,Midwest,45.35922514046312,-96.27279559878882,local
55179,MN,Midwest,47.519837648512244,-94.38085961846856,expor
55598,MN,Midwest,47.57188603324274,-98.88217662221881,local
55606,MN,Midwest,45.44324327900507,-93.62600076423489,local
56510,MN,Midwest,46.297999261242246,-92.18675712670864,hub
55234,MN,Midwest,47.40192464151626,-93.54786062660678,local
56663,MN,Midwest,47.550311909078744,-95.84743874168583,local
55485,MN,Midwest,43.34382302229518,-95.14015711897919,local
55515,MN,Midwest,46.500798820085876,-92.48703619567526,local
55208,MN,Midwest,47.36380528974784,-95.14939257398245,hub
55454,MN,Midwest,47.87850218072305,-93.20106756861593,expor
55686,MN,Midwest,46.014288521533885,-92.78743416266563,local
56429,MN,Midwest,46.485165095615365,-94.05715081830678,local
55877,MN,Midwest,45.193122806812816,-96.64648360297797,local
55422,MN,Midwest,49.27800639272901,-93.71005481123666,expor
55874,MN,Midwest,43.60507678673916,-93.28758425126523,local
56495,MN,Midwest,45.47373114199349,-94.42543443769043,hub
56098,MN,Midwest,46.140403075949756,-95.40876030743401,local
55337,MN,Midwest,46.44156861286787,-94.68480794802547,hub
55729,MN,Midwest,47.647001564478586,-94.69429086054208,local
55588,MN,Midwest,44.43629696331192,-95.5977453146315,hub
52800,IA,Midwest,41.63438383492444,-91.18548824752911,local
51375,IA,Midwest,42.05725994567991,-92.23634500809547,local
51644,IA,Midwest,40.60857303674824,-93.74022898275311,expor
51386,IA,Midwest,42.891381769952325,-93.17575681824368,local
52689,IA,Midwest,41.42726835659482,-90.73332186482777,local
50022,IA,Midwest,40.68733418227527,-93.51948335470682,local
51704,IA,Midwest,42.57276229074591,-90.62306024688175,expor
50265,IA,Midwest,41.85326793244276,-93.97185369899144,local
52818,IA,Midwest,41.2731383269989,-92.21301732091665,local
51589,IA,Midwest,43.63487562415125,-93.86235342748822,local
51562,IA,Midwest,41.858991838843174,-93.39240175116387,local
50896,IA,Midwest,42.580950170185865,-93.70474459793247,local
51345,IA,Midwest,40.269711934834724,-95.57338563315771,hub
52730,IA,Midwest,39.853657797365024,-93.57968778647442,hub
50889,IA,Midwest,42.76523905491696,-95.08696300790298,expor
51613,IA,Midwest,43.34560814174254,-94.42652146235208,expor
52294,IA,Midwest,43.37243482913378,-93.8992818611505,hub
52015,IA,Midwest,42.42460515494682,-93.57373135144803,local
51028,IA,Midwest,42.04078635137344,-93.16474801121144,local
52834,IA,Midwest,41.2922723500159,-97.84143878730268,local
50023,IA,Midwest,43.072885335781656,-93.46408551379584,local
52514,IA,Midwest,41.34092680124978,-95.50519327737963,hub
50490,IA,Midwest,42.106440857695034,-90.43296739455197,local
52377,IA,Midwest,41.723874426634126,-94.94708881135763,expor
50551,IA,Midwest,41.753257052782736,-90.54346462887719,local
50263,IA,Midwest,41.92943784433881,-92.59955239573813,local
52098,IA,Midwest,42.2514867039136,-93.294663500895,local
51382,IA,Midwest,43.923614857225274,-95.36502150623403,expor
50345,IA,Midwest,41.50165174121103,-95.36115625517968,local
52344,IA,Midwest,44.106290673848136,-95.49748073637427,expor
50616,IA,Midwest,43.60231250077064,-95.81876886083434,local
52472,IA,Midwest,42.85144169464917,-94.84707942002582,local
51769,IA,Midwest,42.241584614662536,-93.66864826624185,local
